ABN,Name,Main activity,Charity size,Full time staff,Part time staff,Volunteers
53363271563,Coptic Orthodox Education Commission Of Canber. & Act School Building Fund,Other education,Medium,1,0,45
53366152021,Anglican Parish Of Cranbrook,Religious activities,Small,0,1,5
53366796230,St Matthews Catholic Church North Fawkner,Religious activities,Small,0,1,69
53367810166,Victoria State Emergency Service Bellarine Unit,Emergency and relief,Small,0,0,44
53368732475,Lesmurdie Baptist Church Inc,Religious activities,Medium,2,5,50
53369567709,Catholic Parish Of St Dominic Flemington,,Medium,0,1,11
53372835406,The Trustee For Fox Classic Car Collection Trust,Other activity,Small,0,0,10
53373110946,The Wedderburn Literary Institute Comm,,Small,0,0,25
53374498217,Uca-Uniting Church Grenfell,Religious activities,Small,0,3,35
53377413396,Christ Church St Ives Pre School Inc,Other education,Medium,1,13,6
53377511504,Perth Harmony Chapter,Culture and arts,Small,0,0,86
53378697392,Botany Public School P&C Association,Primary and secondary education,Small,0,0,15
53383502366,Reformed Church Of Dandenong Inc,Religious activities,Small,1,2,20
53384131736,Binnaway Central School Parents And Citizens Association,Primary and secondary education,Small,0,0,8
53384760480,Dominican Sisters Of Malta In NSW,Aged care activities,Large,4,32,4
53390033434,Flinders University Sport and Fitness Inc,Higher education,Large,9,60,0
53390638202,Giriraja Govardhana Gaudiya Math Incorporated,Culture and arts,Small,0,0,15
53396253877,Rix Street Kindergarten Inc,Other education,Small,2,2,10
53397044119,Goonellabah Pre-School Incorporated,Other education,Medium,3,10,0
53402989907,Kabbarli Home & Community Care Assoc,Aged care activities,Large,7,15,0
53404210437,Dalby Baptist Church,Religious activities,Medium,1,3,228
53405952051,Maryborough Benevolent Society Inc,Housing activities,Small,0,0,12
53409718351,Australian Marine Conservation Society Inc,Environmental activities,Large,7,5,100
53412037753,Nazareth Catholic College,Primary and secondary education,Large,95,164,0
53413469595,The North Coast Aboriginal Corporation For Community Health,Other health service delivery,Large,7,4,26
53415231227,Faith Bible Church Inc,Religious activities,Small,0,0,2
53417676309,Hazelhurst Retreat Regional Art Gallery Fund Incorporated,,Small,0,0,6
53418442639,Training Ship Perth Naval Reserve Cadets,Other activity,Small,5,0,10
53423552189,The Ahepa Medical Foundation Incorporated,,Small,0,0,15
53430103707,Uca - Gisborne,Religious activities,Small,0,1,0
53431959395,Desert Peoples Centre Inc,Employment and training,Medium,0,0,0
53435904954,Jing Xiu Lan Ruo Buddhist Retreat Inc,Religious activities,Small,0,0,15
53437462584,Fishcare East Gippsland Inc,Environmental activities,Small,1,0,15
53439105626,Springvale Service For Children Inc,Other education,Large,16,30,11
53440436445,Anglican Community Care Incorporated,Social services,Large,57,132,34
53441697264,Riding For The Disabled Association NSW Cowra Centre,Other activity,Small,0,0,27
53443272865,Royal Institute For Deaf And Blind Children,Other education,Large,150,272,200
53449052923,Jamisontown Public School P&C Association,Primary and secondary education,Small,0,0,15
53450806530,Saint Josephs School Parents Andfriends Association,Primary and secondary education,Small,0,0,15
53451352216,Freedom Apostolic Ministries International,Religious activities,Small,0,0,4
53455206595,Campbelltown Lutheran Church,Religious activities,Small,0,1,20
53458288019,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For Sacred Heart Central Cootamundra,Primary and secondary education,Large,20,29,0
53458312762,Northern Illawarra Neighbour Aid Incorporated,Aged care activities,Medium,2,3,70
53458364726,Ceylonese Welfare Organisation Incorporated,Aged care activities,Small,0,0,103
53464205631,The Little Treasures Foundation,,Small,0,0,3
53468089921,The Trustee For The Brighter Future For Kids Foundation,Other activity,Small,0,0,13
53471642996,Saint Johns Lutheran Church Willaura ,Religious activities,Small,0,0,0
53473346281,Scotland Island & Offshore Children's Services Inc,Other activity,Small,0,6,0
53475662325,Australian Chinese Alliance Churches Committee,Religious activities,Small,0,3,7
53477996810,House Of Power Christian Church,Religious activities,Small,0,0,6
53479771720,Emmanuel Christian Schools And Ministries Incorporated,Primary and secondary education,Medium,2,9,20
53480248971,Free Serbian Orthodox Church & School Congregation Of St Sava At Hindmarsh Sa Inc,Other recreation and social club activity,Small,1,0,35
53483655211,Verrierdale Rural Fire Brigade,Other activity,Small,0,0,35453
53485962021,The Trustee For Sunrise Foundation,,Small,0,0,0
53487714925,Tabernacle Family Church,Religious activities,Small,0,0,3
53489345455,Satellite Gospel Trust,Religious activities,Small,0,0,6
53505051317,Presbyterian Church Of Australia In The State Of NSW Parish Of Condobolin,,Small,0,0,20
53509916997,Parkes Travel Unincorporated,Other education,Small,0,0,26
53514196401,Catholic Parish Of St Patrick's Smithtown,Religious activities,Small,0,0,10
53516679849,Catholic Parish Of Holy Family Ingleburn,Religious activities,Medium,0,0,95
53517939529,Eidsvold Rural & Neighbourhood Watch,,Small,0,0,0
53521184535,St Anthonys Church Memorial Preservation Association Inc,Religious activities,Small,0,0,25
53522997623,The Point Christian Assembly Inc,Religious activities,Small,0,1,20
53531132426,Victorian Jazz Archive Inc,Culture and arts,Small,0,0,60
53532182067,Ballajura Community College P&C Assn,Other activity,Small,0,0,12
53532390540,Life Education Centre Foundation WA incorporated,,Medium,0,0,0
53537905786,Boggabri Old People's Welfare Com Inc,,Small,0,2,55
53541352207,Anglican Trusts Corporation Of The Diocese Of Gippsland,Religious activities,Small,1,0,20
53547743302,The Trustee For Gwenneth E Miller Estate,Grant-making activities,Small,0,0,0
53552156499,Western Australian Venereology Society,,Small,0,0,0
53553092066,Moe Life Skills Community Centre Inc,Employment and training,Large,2,18,3
53556717243,Uca - Fitzroy Parish,Religious activities,Small,1,0,15
53557607497,Cootamundra Baptist Church,Religious activities,Small,0,0,40
53557696975,The Last Great Hunt Inc,,Medium,0,0,0
53559367363,Central West Family Support Group Inc,Social services,Medium,0,13,6
53559792381,Perth Bone & Tissue Bank Inc.,Other health service delivery,Large,17,6,10
53566524610,L'Arche Perth Inc,Social services,Small,0,0,30
53569605763,The Trustee For Eric Norman Sweet Charitable Trust,Grant-making activities,Small,0,0,0
53573187798,Culburra Baptist Church,Religious activities,Small,0,0,3
53574784336,NSW Association For Gifted & Talented Children Inc ACT Support Group,,Small,0,0,7
53576471890,Hobart Discovery Inc,Employment and training,Small,1,0,2
53578045515,Armed Services Assistance Centre,Civic and advocacy activities,Small,0,1,25
53578149562,HEART AND HANDS CONNECTED INC.,,Small,0,0,28
53578377912,Waterton Rural Fire Brigade,Other activity,Small,0,0,35453
53578663810,Juno Services Inc,Housing activities,Large,2,12,0
53579792912,The Trustee For The Anglican Church Of Australia Long Service Leave Fund,Religious activities,Large,0,0,0
53581103940,Melbourne French Theatre Inc,Culture and arts,Small,0,0,50
53582649873,Bunbury Timber Jetty Environment & Conservation Society (Inc),,Small,0,0,12
53584214270,South West Child Adolescent & Family Services Inc,,Medium,0,8,8
53587262840,Camden Community Band Inc,Culture and arts,Small,0,0,45
53589598011,Rangers Incorporated,Religious activities,Small,0,0,450
53590329235,Korean Chaplaincy Of Diocese Of Parramatta,Religious activities,Small,0,0,9
53592526290,Sakya Tharpa Ling (NSW.) Inc.,Religious activities,Small,0,0,8
53593064006,Carinya Lodge Homes Inc,Aged care activities,Large,1,45,20
53597112640,Restoration Fellowships International - (Qld) Inc,Religious activities,Large,0,0,230
53597255356,Warragul Community Pre School Centre Incorporated,,Small,4,1,30
53599087376,International Bible Students Association,Religious activities,Small,0,0,35
53600587582,Botany Park Pre School Committee,Other education,Small,1,6,10
53602732063,Charlestown Christian Education Association Incorporated,Religious activities,Small,0,1,7
53606584185,Uca - West Tamar Parish,Religious activities,Small,0,0,20
53607825073,Warwick West Primary P&C Association,Other recreation and social club activity,Small,1,2,30
53608459977,Penrith Grace Ministries Australia,,Small,0,2,0
53611428304,Volunteering Geelong Inc,Other activity,Small,0,3,16
53613125934,The Trustee For Smugglers Of Light Foundation,Culture and arts,Small,0,0,0
53615886010,Greenhills Community Benevolent Society Incorporated,Aged care activities,Small,0,0,11
53620147775,The School of St  Jude Limited,International activities,Large,0,0,126
53620396311,Polio Australia Incorporated,Other education,Small,1,0,20
53625159721,Sanctuary 7 Association Inc,Grant-making activities,Small,0,2,19
53627254381,Congregational Christian Church Samoa Parish Of Sydney Inc,Religious activities,Medium,0,0,100
53635144175,Uniting Church In Australia Fund Gawler,Religious activities,Medium,1,2,40
53635246764,Cranbury Landcare Group Incorporated,,Small,0,0,17
53635556875,HUME CONSERVATORIUM OF MUSIC LTD.,Other education,Large,4,21,0
53640560807,The Roman Catholic Bishop Of Bunbury Leschenault Parish,Religious activities,Small,0,3,0
53643480706,Boonah State School Parents And Citizens Association Incorporated,Primary and secondary education,Small,0,0,104
53646342404,The Trustee For Patrick C Moffatt Trust,Grant-making activities,Small,0,0,0
53648312469,Australia International Volunteers (AIV),Social services,Small,0,0,54
53649148012,The Caves State School Parents & Citizens Association,Primary and secondary education,Small,0,0,10
53655178300,Wonthaggi Rsl Sub-Branch,,Small,0,0,5
53658499256,Catholic Parish Of St Michael Daceyville,Religious activities,Medium,0,2,67
53672370085,Nuriootpa Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,86
53673269147,Landsborough And District Historical Group Incorporated,Culture and arts,Small,0,0,10
53676963174,Dunreath Volunteer Bush Fire Brigade,,Small,0,0,0
53678352556,Whispering Hope Housing Co-Operative Limited,Housing activities,Small,0,0,4
53678533122,The Salvation Army Australia Southern Territory Social Work,,Small,0,0,0
53679811831,ACPT - Bondi and Waverley Trust,Religious activities,Small,0,0,11
53681642927,Scripture Union Service Limited,Religious activities,Medium,4,2,6
53681909671,Coonabarabran Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,23
53682143626,"Southern Cross Care (SA, NT & VIC) Incorporated",Aged care activities,Large,212,1275,450
53682346380,Wamba Wamba Local Aboriginal Land Council,Social Housing & Cultural Events,small,0,2,0
53683875859,Fairfield Parent Support Centre,Social services,Medium,0,8,0
53689655917,Tasmanian Transport Museum Society Inc,Culture and arts,Small,0,0,40
53690226260,Princess Margaret Hospital Volunteers Inc,Other health service delivery,Small,0,0,200
53691870565,Sangora Education Foundation,Higher education,Small,0,1,6
53694732263,St Paul's Primary School,Primary and secondary education,Large,17,17,10
53696741592,Dalwallinu Volunteer Fire Brigade,Emergency and relief,Small,0,1,27
53699009176,Booragoon Occasional Early Education Incorporated,Other activity,Medium,0,16,0
53699012017,Marrickville Legal Centre,Law and legal services,Large,6,9,40
53699051426,Cromer Public School P & C Association,Primary and secondary education,Medium,0,4,50
53701676036,St Paul's Presbyterian Church,Religious activities,Small,0,0,0
53705262554,Multi Purpose Allira Gathering Association Incorporated,,Large,11,10,0
53706529324,The Returned And Services League Of Australia Victorian Branch,,SMALL,0,0,0
53714503682,St Peters Caboolture Parents And Friends Association,Other activity,Small,0,0,10
53714839756,Sunshine Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,141
53717682112,The Trustee For Alfred Hospital Whole Time Medical Specialists Private Practice Trust,Other education,Large,0,0,0
53727271011,Mad Foundation Inc.,,Small,0,0,12
53727568480,Mt Beppo Public Hall Committee Inc,Sports,Small,0,0,15
53733498317,North Coast Community Church Inc,Religious activities,Small,1,1,20
53733762944,Mark Webber Challenge Foundation,Sports,Small,0,0,4
53734255769,Arabic Welfare Incorporated,"Economic, social and community development",Medium,4,4,10
53734364326,Yarrawonga Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,19
53741502651,Gosford RSL sub-Branch (RSL NSW),,Small,0,0,15
53743004990,Darebin Childcare And Kindergarten Inc Preston Reservoir,,Large,23,18,0
53753546514,Lord Of The Breakthrough Inc,,Small,1,0,7
53755123735,The Trustee For The Somerset College Foundation Building Fund,,Small,0,0,0
53755254787,Scamander Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,53
53755899661,Trinity Lutheran Church Hope Valley SA Incorporated,Religious activities,Small,2,1,100
53756213428,Nepean Men's Shed Incorporated,"Economic, social and community development",Small,0,0,31
53758820386,Toowoomba West Special School P&C Association,,Small,0,0,3
53761539383,Harrison St Early Education Inc,,Large,7,15,0
53762687245,The Tertiary Place Inc,Other activity,Large,7,0,6
53767389144,The Knox School Education Foundation,,Small,0,0,0
53767468394,The Trustee For Jdfc & Vs Futter Trust,,Large,4,5,4
53768006440,Fig Tree Inn,"Economic, social and community development",Small,0,0,2
53770669552,Georges River Community Baptist Church,Religious activities,Large,4,6,180
53773048867,La Boite Theatre Ltd,Culture and arts,Large,12,1,30
53773658128,The Trustee For Leeton Education Trust,,,0,0,0
53776937019,Springsure State School P & C Association,Primary and secondary education,Small,0,0,30
53778087624,Forest Hill Outside School Hours Care Inc,Other education,Small,1,4,5
53784427677,Serbian Orthodox Church St Naum Ohridski,,Small,0,0,15
53784654861,Arthritis Foundation Of South Australia Inc,Other health service delivery,Large,12,33,45
53786316727,Pinnacle Motivation Program Pinnacle Of Terror NSW Inc.,,Small,0,0,1
53787975834,Camperdown Cemetery Trust,Other activity,Small,0,0,20
53792520410,The Corporation Of The Diocesan Synod Of North Queensland,Religious activities,small,0,0,3
53793599879,Polish Community Council Of Victoria Inc,Aged care activities,Large,2,40,52
53795406579,Platypus Inc,Other education,Small,0,0,5
53796054579,Edgeworth Public School Parents And Citizens Association Incorporated,Primary and secondary education,Small,0,1,15
53796715437,YP SPACE MNC,Social services,Large,12,1,8
53797329093,Bannockburn Kindergarten Inc,Other education,Small,0,0,14
53800336180,Canowindra High School P&C Assoc,Primary and secondary education,Small,1,0,5
53801980534,Community Life Batemans Bay Inc,Housing activities,Small,1,2,12
53802398413,Church Of Christ Kaniva,Religious activities,Small,0,1,25
53803379242,Lennox Head Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,75
53806922954,Community Services 1,Aged care activities,Large,131,66,14
53808684472,The Nora Heysen Foundation Incorporated,Culture and arts,Small,0,0,10
53815125608,Pinewood Pre School Inc,,Medium,0,5,30
53822457091,Bethlehem Lutheran Church,Religious activities,Small,0,0,9
53824461468,The Trustee For Cyril Mannix Memorial Charitable Trust,Grant-making activities,Small,0,0,0
53824793865,The Trustee For Springdale Education Trust,,,0,0,0
53827016581,Broken Hill Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,28
53830055852,"Cedar Creek Wombat Rescue, Inc.",Animal protection,Small,0,0,20
53831051105,Christian Reformed Church Of Tivoli,Religious activities,Small,1,0,15
53831153613,Mornington Community Contact Inc,Other education,Medium,0,13,15
53833285894,Nepean Food Services Inc,,Large,0,10,70
53833558297,Signal 7 Inc.,,Small,0,0,0
53834926771,Lipsian Brotherhood Of NSW Saint John Theologos Inc,,Small,0,0,0
53835394951,The Trustee For The John Hibbet Trust Fund,Grant-making activities,Small,0,0,0
53837603567,Botany RSL sub-Branch (RSL NSW),,Small,0,0,6
53837822926,The Trustee For Tasmanian Air Rescue Limited,,Medium,0,0,0
53838341364,Ekalesia Metotisi Samoa I Parramatta Incorporated,,Small,0,0,50
53838436582,The Mary Mackillop Foundation Limited,Grant-making activities,Large,3,2,5
53840787931,Salt Church Incorporated,Religious activities,Medium,3,8,200
53841819374,ACPT - Quakers Hill Trust,Religious activities,Small,0,0,11
53843234838,The Trustee For Thyne Reid Trust No 1Education,,Large,0,1,10
53843734425,South Metropolitan Youth Link Inc,Employment and training,Large,60,43,2
53846478791,Anglican Parish Of Kingston-Robe,Religious activities,Small,0,2,58
53847662077,Shekinah Ministries,Religious activities,Small,0,0,5
53848303699,Croatian Catholic Church,Religious activities,Small,0,0,20
53848557818,Chinese Immanuel Church of Melbourne Inc.,Religious activities,Small,1,0,2
53852792649,Breakaway Inc,Other health service delivery,Large,3,23,8
53855105405,Mid North Bible Christian Church,Religious activities,Small,0,0,2
53857952279,Word For The World International (Australia)Incorporated,Religious activities,Small,2,0,100
53858122487,The Potters House Cannington,"Economic, social and community development",Small,0,0,30
53858490799,The Turning Point Youth Accommodation Service Incorporated,Housing activities,Medium,1,5,0
53859612024,The Trustee For The Rhodanthe Lipsett Indigenous Midwifery Charitable Fund,Income support and maintenance,Small,0,0,8
53859943805,Uca - Mount Pleasant,Religious activities,Medium,1,6,40
53863742764,Schools And Industry Network - Gladstone Region Inc.,Other education,Small,2,0,12
53869197957,Wagga Womens Health Centre Inc,Other health service delivery,Medium,0,6,8
53870517949,Act Council Of Parents & Citizens Association Inc,Other education,Small,0,5,92
53872558043,Australian Aphasia Association Ltd,Other education,Small,0,0,20
53872866809,Common Dreams  Incorporated,Religious activities,Small,0,0,25
53876725649,Bondi Junction-Waverley RSL sub-Branch (RSL NSW),,Medium,0,0,21
53876778099,Elanora State School P&C Assn,Primary and secondary education,Small,0,5,20
53880931855,St Andrews Presbyterian Church Monto,Religious activities,Small,0,0,0
53881349879,Aust Law And Justice Welfare Foundation,Emergency and relief,Small,0,0,3
53882867069,Ensay Bush Nursing Centre,Other health service delivery,Small,0,3,0
53885695050,East Hamilton Hill Primary School Parents And Citizens Association,Other recreation and social club activity,Small,0,1,0
53886535527,The Trustee For Reddie Martha Minnie Estate,,Small,0,0,0
53886785984,Maida Vale Baptist Church Incorporated,Religious activities,Medium,1,1,65
53889202409,Australia Chin Community (Eastern Melbourne)Inc,Social services,Small,0,1,25
53889580102,The Entrance Surf Life Saving Inc,Other activity,Small,0,0,100
53889808985,Trust Chemistry Education Association Inc,Primary and secondary education,Small,0,1,6
53890395247,Tieri Primary P&C Associaiton,Other education,Small,0,2,20
53891835794,Estate Hedley Lux Gregg Faculty Of Medicine,Higher education,Small,0,0,0
53893938484,Assemblies Of God Queensland Christian Women,Religious activities,Small,0,0,20
53894921312,Dominican Province Of The Assumption,Religious activities,Small,0,0,105
53894935643,Ipswich Regional Advocacy Services Inc,,Medium,0,5,3
53895395917,Uca - Wingham Wider Congregation,Religious activities,Small,0,1,30
53895752884,Oasis Outreach Inc,Religious activities,Small,0,0,7
53895837529,Armidale Community Pre-School Incorporated,Other education,Medium,2,9,0
53897846826,Saltwater Freshwater Arts Alliance Aboriginal Corporation,Culture and arts,Medium,5,3,110
53898760139,Hallett Cove Catholic Community,Religious activities,Small,0,3,102
53899347259,St Gabriels School Partents And Friends Association,Other education,Small,0,0,80
53901232647,Nullawarre Community Church Inc,Religious activities,Small,0,0,9
53904799315,St Judes Anglican Church Of Australia Tumbarumba,Religious activities,Small,0,0,10
53905821076,Sandgate And Bracken Ridge Action Group Incorporated,Social services,Large,2,37,40
53912660716,Finley Show Society Incorporated,Other activity,Small,0,0,50
53913199571,The Trustee For The Nathan Drew Memorial Trust,,Small,0,0,2
53913852804,Catholic College Bendigo,Primary and secondary education,Large,172,112,80
53914469101,Culburra Public School P & C Association Incorporated,Other activity,Small,0,0,6
53917592536,Qcwa Branch Collinsville,,Small,0,0,3
53918182529,The Trustee For Agape Charitable Fund,,Small,0,0,0
53921586360,Bermagui RSL sub-Branch (RSL NSW),,Small,0,0,42
53921615865,Osteoporosis Southern Sydney Support Group Inc,Aged care activities,Small,0,0,15
53925582781,Nexus Church,Religious activities,Large,15,25,50
53926415904,Darradup Volunteer Bush Fire Brigade,Emergency and relief,Small,0,0,30
53929177237,The Hearts For Africa (Amani) Foundation,Other activity,Small,0,0,65
53932362427,Our Lady Of Dolours Catholic Primary School Chatswood,Primary and secondary education,Large,14,6,0
53932711537,Healing International Inc.,International activities,Small,0,0,30
53933284736,Uca - Luddenham Congregation,Religious activities,Small,0,1,3
53939708431,St Stephens Anglican Church Normanhurst,Religious activities,Medium,1,4,50
53942381878,Cerutty Trust,,Small,0,0,1
53944758796,North Eastern Agricultural & Pastoral Society Incorporated,,Small,3,0,10
53945226421,Heaven's Joy Australia Incorporated,Other activity,Small,0,0,13
53946494918,Albany Sea Rescue Squad Inc,Emergency and relief,Small,0,0,40
53950287559,Blue Sky Community Group Inc,Emergency and relief,Medium,4,4,6
53951018946,Kjc Ministries Inc.,Religious activities,Small,0,0,2
53952413248,Friends Of Anstey Hill,Environmental activities,Small,0,0,15
53953223103,The Trustee For Levy Foundation,Grant-making activities,Small,0,0,0
53955258314,Wildlife Rescue And Protection,Animal protection,Small,0,0,60
53955642303,The Apostles & Saint Abanoub Coptic Orthodox Church,Religious activities,Medium,3,0,20
53957267643,The Trustee For All Saints Anglican Church Petersham Benevolent Trust,,Small,0,0,3
53963412622,Uca - Warrion Uniting Church,Other activity,Small,0,0,5
53965567259,Darley Neighbourhood House And Learning Centre Inc.,Other recreation and social club activity,Small,0,8,8
53965831822,Beerburrum Primary P&C Association,Other education,Small,0,0,25
53965837038,Sunshine Wesleyan Methodist Church,Religious activities,Small,0,1,25
53970453174,Catholic Parish Of St Johns Mullumbimby,Religious activities,Small,0,0,10
53973596930,J Waks Cultural Centre Inc,Culture and arts,Small,0,0,5
53975121447,Women's Legal Service (SA) Limited,Law and legal services,Medium,6,4,12
53976458660,Kingswood P&C Association,,Small,0,0,7
53980486941,Anglican Parish Of St Paul The Apostlebankstown,Religious activities,Small,0,0,25
53981246953,Avoca Primary P&C Association,Other activity,Small,0,2,20
53982004168,Kilsyth South Baptist Church,Religious activities,Medium,1,6,220
53984992944,Bundarra Preschool Kindergarten Association Incorporated,Other education,Small,0,4,3
53987617495,Our Lady Of Perpetual Succour Catholic Primary School West Pymble,Primary and secondary education,Large,7,5,0
53988019568,Canberra Philharmonic Society,Culture and arts,Medium,0,0,50
53996816309,Bible Enterprises Incorporated,Religious activities,Small,0,0,2
53996995292,Qcwa Branch Leyburn,,Small,0,0,11
54001276599,Christian Brethren Community Services,Aged care activities,Large,25,141,150
54001406448,Upper Chittering Volunteer Bush Fire Brigade,,Small,0,0,30
54002162227,Royal Freemasons Benevolent Institution Of New South Wales Nominees Ltd,,Small,0,0,0
54002401550,Glen Industries,Employment and training,Large,8,36,12
54002427351,Caloundra CityLife Baptist Church,Religious activities,Small,1,2,50
54002581008,St Pauls Grammar School Penrith Limited,Other education,Large,89,25,10
54002794998,Australian Sports Medicine Federation Ltd,Other health service delivery,Large,4,5,0
54002880346,Coffs Harbour Surf Life Saving Club Ltd,Emergency and relief,Medium,0,5,85
54003548579,Light Pass Immanuel Evangelical Lutheran Church Incorporated,Religious activities,Small,0,0,90
54004228111,The Victorian Healthcare Association Limited,Other health service delivery,Large,8,4,0
54004553806,The Society Of Hospital Pharmacists Of Australia,Other health service delivery,Large,6,14,90
54004693687,Seaborn Broughton Walford Foundation,,Medium,2,0,0
54007432514,The Trustee For Turramurra South Parish - Acpt (1431),,,0,0,0
54007507002,ROSA VERITAS,Religious activities,Small,2,0,15
54007532176,Lameroo Community Hotel Limited,Civic and advocacy activities,Small,0,0,9
54007651937,Tableland Community Link Association Incorporated,,Large,7,22,5
54008444684,Australian Council Of National Trusts,Environmental activities,Large,1,2,0
54008451910,Health Information Management Association Of Australia,Higher education,Large,8,13,10
54008507864,Afs Intercultural Programs Australia,Primary and secondary education,Large,8,0,0
54008641450,Australian Higher Education Associations Pty. Limited,,Medium,0,1,0
54009419406,Aryavalokitesvara Arama Sangha Foundation (Inc),Religious activities,Small,2,0,5
54009775007,United Way South Australia Incorporated,,Small,1,2,14
54010079679,St. George Aboriginal Housing Company Limited,Housing activities,Medium,7,2,3
54010343227,Somerset College Limited,Primary and secondary education,Large,148,65,0
54010929316,Campus Operations Pty. Ltd.,Higher education,Large,0,0,0
54013088678,Nhill Lutheran Church,,Small,0,0,70
54013365747,Mount Street Neighbourhood House Inc.,,Medium,0,16,48
54015468405,Play Australia (Ipa Austrlia),Civic and advocacy activities,Small,1,0,11
54016211558,Muckadilla Rural Fire Brigade,Other activity,Small,0,0,35453
54016718203,Goombungee Primary P&C Association,,Small,0,0,50
54019899558,Punchbowl Baptist Memorial Church,Religious activities,Small,0,0,9
54020038117,Port Lincoln Childrens Centre Incorporated,Other activity,Medium,10,4,2
54021279366,TFFF (No. 1),Grant-making activities,Small,2,0,0
54022096494,Sydney Diocesan Synod Fund,Religious activities,Large,0,0,56
54023600071,Parklands Community Preschool & Children's Centre Inc,Other education,Medium,5,8,0
54025226464,Mareeba District Flexi-Support Association Inc.,Other activity,Large,0,24,6
54028113402,Salamanca Arts Centre,Culture and arts,Large,4,10,20
54028416417,Manjimup Family Centre Inc,"Economic, social and community development",Small,0,8,10
54030042427,Nhulunbuy Children's Services Incorporated,Other education,Medium,0,0,0
54033482562,Particular Baptist Church Ryde,,Small,0,0,0
54034669449,The Anglican Parish Of St Marys,Religious activities,small,3,0,20
54036251871,St Mary's Parish Geelong,Religious activities,Medium,3,9,480
54042736196,Kaleen High School Parents And Citizens Association,Primary and secondary education,Small,0,0,22
54042819108,Disability Rocks Incorporated,Other recreation and social club activity,Small,0,0,10
54044193629,St Mark's Church Darling Point,Religious activities,Medium,1,2,30
54044843552,Torquay Community House Incorporated,"Economic, social and community development",Small,0,5,30
54045874450,Riverstone Senior Citizens,,Small,0,0,10
54050278754,St. Mary's House of Welcome,Social services,Large,13,5,115
54051021762,Maryborough Gospel Chapel LTD,Religious activities,Small,1,0,50
54053054063,Flowery Patch Catchment Group (Inc),,Small,0,0,0
54054342735,Balwyn Wesleyan Methodist Church Building Fund Account,Religious activities,Small,0,0,30
54055952583,Presbyterian Church Of Australia In The State Of New South Wales Indonesia Congregation Hurstville,,Small,1,1,44
54056007820,Australian Evangelical Alliance Incorporated,Religious activities,Medium,0,5,100
54056426601,Northern District Chinese Christian Church Sydney Limited,Religious activities,Medium,4,1,150
54056845414,The Trustee For George And Edith Ramsay Charitabletrust,Grant-making activities,Small,0,0,1
54057682419,Special Needs Children Access & Equity Resource Unit,Other education,Large,11,2,0
54059183867,Adelaide Japanese Community School Incorporated,Other education,Small,0,16,25
54059277066,Contemporary Art Services Tasmania,Culture and arts,Medium,1,4,10
54059901512,The Ascent Group Australia Limited,Other activity,Large,16,102,13
54060497482,NSW Act Christian Revival Crusade State Council,Religious activities,Small,0,0,8
54060919735,Earle Foundation Ltd,Other activity,Medium,0,0,7
54061655944,Duckworth Rural Fire Brigade,Other activity,Small,0,0,35453
54062068434,Nambour Christian College Parents & Friends Association,Primary and secondary education,Small,0,0,300
54066857430,Foothills Vineyard Church Incorporated,Religious activities,Small,2,0,0
54067505408,Newcastle Region Natural Disaster Relief Fund Trustee Limited,Emergency and relief,Small,0,0,4
54067812846,Institute For Immunology And Allergy Research,Hospital services and rehabilitation activities,Small,0,5,0
54068028506,St Christopher's Catholic Church Airport West,Religious activities,Small,0,5,78
54069925337,Cana Communities Incorporated,Housing activities,Medium,0,3,350
54070789240,"Anglican Parish of Mount Vincent, Kurri Kurri and Weston",,Small,1,1,20
54076018751,Cityharvest International,Religious activities,Medium,2,0,40
54076372877,St Helens District High School Association,"Economic, social and community development",Small,0,1,20
54079701152,North East Housing Service Ltd.,Housing activities,Large,14,8,0
54080276921,Bunyip RSL Sub-Branch Welfare Patriotic Fund,,SMALL,0,0,0
54080459301,West Australian Motion Picture Benevolent Fund Ltd,Grant-making activities,Small,0,0,9
54081071925,Caboolture Senior Citizens Centre & Club Inc,Other recreation and social club activity,Small,0,0,13
54082926523,Australian Council Of Women Affairs,Other activity,Medium,1,2,6
54083304285,Kennerley Childrens Home Inc,Other activity,Large,22,2,0
54083776855,Sowers International Australia Incorporated,Religious activities,Small,0,0,8
54084540518,Aarnet Pty Ltd,Other education,Large,71,4,0
54085745820,Shirelive Property Limited,Religious activities,Large,0,5,20
54086410484,St Annes Primary School Park Orchards,,Large,14,13,0
54087305048,Swansea-Belmont Surf Life Saving Club Limited,Social services,Medium,0,0,500
54089059805,Melbourne Youth Music Incorporated,Other education,Large,4,4,15
54089228933,UCA - Richmond Uniting Church,Religious activities,Small,1,2,45
54090268384,Chinese Fraternity Assoc Of Qld,Aged care activities,Small,0,0,6
54090811911,St Thomas Aquinas College Limited,Primary and secondary education,Large,31,21,3
54090829806,The Cathedral School Of St Anne And St James,Primary and secondary education,Large,134,55,0
54090993810,Better Place Australia,Social services,Large,28,37,0
